,State,County,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployed Citizens,Men in Law-Enforcement,Women in Law-Enforcement,Law-Enforcement per 1000,Unemployment Rate (%)
2329,PENNSYLVANIA,ERIE,279133,38.9,47094,25555,44452,15.92502499,9751,839,166,3.600434202,3.493316806
2330,PENNSYLVANIA,FAYETTE,134229,44.4,40511,22863,24277,18.08625558,4574,473,89,4.186874669,3.407609384
2331,PENNSYLVANIA,FOREST,7493,42.8,36594,13283,387,5.164820499,48,13,0,1.734952622,0.640597891
2332,PENNSYLVANIA,FRANKLIN,152707,40.9,55751,27706,17504,11.46247389,4901,624,87,4.655975168,3.209414107
2333,PENNSYLVANIA,FULTON,14653,44,49420,24327,1624,11.08305466,429,133,12,9.895584522,2.92772811
2334,PENNSYLVANIA,GREENE,37669,42,49116,24389,5141,13.64782713,1105,460,54,13.64517242,2.933446601
2335,PENNSYLVANIA,HUNTINGDON,45844,42.7,45250,22217,5572,12.15426228,1456,522,27,11.97539482,3.175988134
2336,PENNSYLVANIA,INDIANA,87491,39,45118,23886,14533,16.6108514,3234,327,46,4.263295653,3.696380199
2337,PENNSYLVANIA,JEFFERSON,44575,43.8,43913,22841,6364,14.27706113,1095,194,62,5.743129557,2.456533932
2338,PENNSYLVANIA,JUNIATA,24811,43.2,49028,23461,2926,11.79315626,626,41,3,1.773406957,2.523074443
2339,PENNSYLVANIA,LACKAWANNA,213006,42.2,46673,26179,31288,14.68878811,6764,1046,136,5.549139461,3.175497404
2340,PENNSYLVANIA,LANCASTER,533110,38.5,59237,28152,55977,10.50008441,15130,1173,241,2.652360676,2.838063439
2341,PENNSYLVANIA,LAWRENCE,88528,44.6,45764,25614,12374,13.97749864,2736,323,50,4.213356226,3.090547623
2342,PENNSYLVANIA,LEBANON,136950,41.2,56191,27051,14293,10.43665571,4573,364,15,2.76743337,3.339174881
2343,PENNSYLVANIA,LEHIGH,358792,39.5,57685,29587,45552,12.69593525,14478,914,160,2.993377779,4.035207028
2344,PENNSYLVANIA,LUZERNE,318917,43,46577,25899,48174,15.10549767,12034,2039,73,6.622412728,3.773395586
2345,PENNSYLVANIA,LYCOMING,116313,41.2,48731,24855,15932,13.69752306,4261,686,73,6.52549586,3.663391022
2346,PENNSYLVANIA,MCKEAN,42609,42.5,44023,24303,6705,15.73611209,1567,240,45,6.688727734,3.677626792
2347,PENNSYLVANIA,MERCER,114598,44.1,45831,24399,14962,13.05607428,3307,602,123,6.32646294,2.885739716
2348,PENNSYLVANIA,MIFFLIN,46585,43.5,42019,21665,6676,14.33079317,1105,288,11,6.418375013,2.372008157
2349,PENNSYLVANIA,MONROE,167126,42,58980,26128,20071,12.00950181,8861,431,127,3.338798272,5.301987722
2350,PENNSYLVANIA,MONTGOMERY,815876,41.2,81902,42995,52250,6.404159456,26376,2151,363,3.081350597,3.232844207
2351,PENNSYLVANIA,MONTOUR,18404,43.2,55233,31293,1763,9.579439252,478,50,7,3.097152793,2.597261465
2352,PENNSYLVANIA,NORTHAMPTON,300520,41.9,62753,31086,26379,8.777785172,10501,1187,157,4.472248103,3.494276587
2353,PENNSYLVANIA,NORTHUMBERLAND,93590,44.2,43701,23512,12974,13.86259216,2982,865,50,9.776685543,3.186237846
2354,PENNSYLVANIA,PERRY,45647,42.5,58585,27648,3921,8.589830657,1257,233,39,5.958770565,2.753740662
2355,PENNSYLVANIA,PHILADELPHIA,1559938,33.9,39770,23696,392356,25.15202527,93765,6559,2929,6.082293014,6.010815814
2356,PENNSYLVANIA,PIKE,56210,46.7,61199,29695,5672,10.09073119,2672,295,11,5.443871197,4.753602562
2357,PENNSYLVANIA,POTTER,17239,46.3,40921,22929,2395,13.89291722,430,88,4,5.33673647,2.49434422
2358,PENNSYLVANIA,SCHUYLKILL,145503,44.1,46573,24275,18029,12.39080981,5479,971,129,7.559981581,3.765558098
2359,PENNSYLVANIA,SNYDER,40246,39.5,51110,24708,4230,10.51036128,903,94,23,2.907121205,2.243701237
2360,PENNSYLVANIA,SOMERSET,76201,45.5,45424,23402,8993,11.80168239,2341,506,71,7.572079107,3.072138161
2361,PENNSYLVANIA,SULLIVAN,6302,52.4,44926,26154,731,11.59949222,259,1,0,0.158679784,4.109806411
2362,PENNSYLVANIA,SUSQUEHANNA,41832,46.9,50160,26551,5320,12.71753681,1488,97,53,3.585771658,3.557085485
2363,PENNSYLVANIA,TIOGA,42031,43.2,48449,24626,5509,13.10699246,1335,121,21,3.378458757,3.17622707
2364,PENNSYLVANIA,UNION,45178,39.1,51349,23316,3991,8.833945726,955,322,37,7.946345566,2.113860729
2365,PENNSYLVANIA,VENANGO,53460,45.8,43885,24257,7535,14.09465021,2010,207,35,4.526748971,3.759820426
2366,PENNSYLVANIA,WARREN,40649,46.4,44977,25414,5042,12.40374917,1124,142,14,3.837732786,2.765135674
2367,PENNSYLVANIA,WASHINGTON,208269,44.3,57534,31561,20471,9.829115231,6534,653,75,3.495479404,3.137288795
2368,PENNSYLVANIA,WAYNE,51307,47,50595,24962,6034,11.76057848,1684,239,67,5.964098466,3.282203208
2369,PENNSYLVANIA,WESTMORELAND,359377,46.3,54142,30153,36398,10.12808277,9673,1152,182,3.711979342,2.691602412
2370,PENNSYLVANIA,WYOMING,27975,43.7,53397,26823,2817,10.06970509,986,106,9,4.110813226,3.524575514
2371,PENNSYLVANIA,YORK,440604,40.8,59853,28975,45113,10.23889933,14574,1927,394,5.26776879,3.307732113
2372,RHODE ISLAND,BRISTOL,49228,44.1,73096,40998,3246,6.593808402,1314,202,16,4.428374096,2.669212643
2373,RHODE ISLAND,KENT,164886,43.7,65592,35323,13400,8.12682702,6843,867,118,5.973824339,4.150140097
2374,RHODE ISLAND,NEWPORT,82714,44.2,71347,42086,7292,8.815919917,2882,258,17,3.324709239,3.484295283
2375,RHODE ISLAND,PROVIDENCE,631344,37.3,50637,27809,104178,16.50098837,27986,2164,461,4.1577967,4.432765655
2376,RHODE ISLAND,WASHINGTON,126319,43.9,74302,37692,12045,9.535382642,4575,498,58,4.401554794,3.621782946
2377,SOUTH CAROLINA,ABBEVILLE,24951,43.6,34652,18460,5230,20.96108372,997,50,2,2.084084806,3.99583183
2378,SOUTH CAROLINA,AIKEN,165146,40.8,46454,25602,28253,17.10789241,7872,385,112,3.009458298,4.766691291
2379,SOUTH CAROLINA,ALLENDALE,9589,39.3,24817,12649,2519,26.26968401,597,106,11,12.20148086,6.225883825
2380,SOUTH CAROLINA,ANDERSON,192709,40.5,43518,23341,30879,16.02364186,7302,732,98,4.307012127,3.789132838
2381,SOUTH CAROLINA,BAMBERG,15057,41,32321,18260,3806,25.27727967,577,210,47,17.06847314,3.832104669
2382,SOUTH CAROLINA,BARNWELL,21917,40.4,34787,19652,5680,25.91595565,993,126,49,7.984669435,4.530729571
2383,SOUTH CAROLINA,BEAUFORT,175316,43.6,59227,33877,21115,12.04396632,5134,591,52,3.667662963,2.928426384
2384,SOUTH CAROLINA,BERKELEY,199081,35.6,54484,25992,25772,12.9454845,7775,816,127,4.736765437,3.905445522
2385,SOUTH CAROLINA,CALHOUN,14886,45.8,42779,22964,2834,19.0380223,589,62,25,5.844417574,3.956737875
2386,SOUTH CAROLINA,CHARLESTON,380673,36.8,54931,33700,60063,15.77810877,13561,1013,287,3.415004479,3.562375057
2387,SOUTH CAROLINA,CHEROKEE,56274,39.1,35719,19940,12593,22.37800761,2057,140,44,3.269716032,3.655329282
2388,SOUTH CAROLINA,CHESTER,32435,41.3,34319,19858,7554,23.28965624,1638,97,6,3.175581933,5.0501002
2389,SOUTH CAROLINA,CHESTERFIELD,46083,41.5,35733,19088,11158,24.21283337,1965,101,73,3.775795847,4.26404531
2390,SOUTH CAROLINA,CLARENDON,34056,43.1,34106,18765,8400,24.66525722,2065,191,13,5.990133897,6.063542401
2391,SOUTH CAROLINA,COLLETON,37884,42.2,33918,20297,7733,20.41231127,1774,182,125,8.103684933,4.682715658
2392,SOUTH CAROLINA,DARLINGTON,67689,41.2,34773,20144,15241,22.51621386,4843,189,52,3.560401247,7.154781427
2393,SOUTH CAROLINA,DILLON,31273,37.5,30955,15729,9431,30.15700444,1202,131,14,4.636587472,3.843571132
2394,SOUTH CAROLINA,DORCHESTER,148517,36,56345,26288,17625,11.86732832,4961,1027,114,7.682622191,3.340358343
2395,SOUTH CAROLINA,EDGEFIELD,26388,42.3,48114,22695,4002,15.16598454,803,110,29,5.267545854,3.043049871
2396,SOUTH CAROLINA,FAIRFIELD,23025,44.8,33798,20762,5563,24.1606949,1067,194,44,10.33659066,4.634093377
2397,SOUTH CAROLINA,FLORENCE,138575,38.5,42523,23420,26515,19.13404294,6892,711,220,6.718383547,4.973480065
2398,SOUTH CAROLINA,GEORGETOWN,60804,47.9,45299,26601,11514,18.93625419,2477,98,70,2.76297612,4.073745148
2399,SOUTH CAROLINA,GREENVILLE,482191,37.9,51595,28065,67067,13.90880377,15465,1064,193,2.606850812,3.207235307
2400,SOUTH CAROLINA,GREENWOOD,69881,39.1,37631,21887,16282,23.29960934,3736,205,16,3.16251914,5.346231451
2401,SOUTH CAROLINA,HAMPTON,20296,40.1,31734,20291,3282,16.17067402,822,96,34,6.405202996,4.050059125
2402,SOUTH CAROLINA,HORRY,300418,43.8,44746,24986,52197,17.37479112,11641,1297,170,4.88319608,3.874934258
2403,SOUTH CAROLINA,JASPER,27186,37.9,38991,18921,6256,23.01184433,1344,127,39,6.106084014,4.943721033
2404,SOUTH CAROLINA,KERSHAW,63090,41.8,46328,23149,9963,15.79172611,2418,226,57,4.485655413,3.832620067
2405,SOUTH CAROLINA,LANCASTER,83704,41.5,46852,24528,14201,16.9657364,3727,248,26,3.27343974,4.452594858
2406,SOUTH CAROLINA,LAURENS,66442,40.8,39848,20417,13028,19.60807923,2787,228,37,3.988441046,4.194635923
2407,SOUTH CAROLINA,LEE,18189,40.8,31169,15545,4666,25.65286712,803,92,7,5.442850074,4.414756171
2408,SOUTH CAROLINA,LEXINGTON,277702,38.8,55412,28141,37445,13.4838784,9965,1344,154,5.394271557,3.58837891
2409,SOUTH CAROLINA,MCCORMICK,9806,52.4,41029,22454,1672,17.05078523,459,61,67,13.05323271,4.680807669
2410,SOUTH CAROLINA,MARION,31975,40.2,30562,18373,8225,25.72322127,1664,139,70,6.536356529,5.204065676
2411,SOUTH CAROLINA,MARLBORO,27702,39.4,32601,15849,6551,23.64811205,1783,192,45,8.555338965,6.436358386
2412,SOUTH CAROLINA,NEWBERRY,37750,41.3,39841,21883,6828,18.08741722,1526,150,126,7.311258278,4.042384106
2413,SOUTH CAROLINA,OCONEE,75375,44.9,41818,25944,13806,18.31641791,2793,158,64,2.945273632,3.705472637
2414,SOUTH CAROLINA,ORANGEBURG,89731,39.1,34763,18490,20319,22.64434811,4420,406,72,5.327033021,4.925833881
2415,SOUTH CAROLINA,PICKENS,120722,35.8,43531,22258,21236,17.59082852,4533,356,57,3.42108315,3.75490797
2416,SOUTH CAROLINA,RICHLAND,401743,32.9,50899,26852,61606,15.33467914,17510,2358,502,7.118979049,4.358507802
2417,SOUTH CAROLINA,SALUDA,20113,41.2,41458,21468,3764,18.71426441,692,114,9,6.11544772,3.440560831
2418,SOUTH CAROLINA,SPARTANBURG,294229,38.2,45219,23277,48747,16.56770747,10745,752,168,3.126816187,3.651917384
2419,SOUTH CAROLINA,SUMTER,107682,35.8,40777,20916,21063,19.56037221,5982,399,81,4.45756951,5.555246002
2420,SOUTH CAROLINA,UNION,27928,43.7,34953,19614,5464,19.56459467,1241,167,34,7.197078201,4.443569178
2421,SOUTH CAROLINA,WILLIAMSBURG,32816,41.5,28494,16650,9056,27.59629449,1347,94,47,4.296684544,4.104705022
2422,SOUTH CAROLINA,YORK,245606,38.2,56482,28830,30218,12.30344536,9910,941,174,4.539791373,4.034917714
2423,SOUTH DAKOTA,AURORA,2732,41.4,52620,28385,161,5.893118594,25,0,2,0.732064422,0.915080527
2424,SOUTH DAKOTA,BEADLE,18155,38.3,48423,24532,3812,20.99697053,265,14,0,0.771137428,1.459652988
2425,SOUTH DAKOTA,BENNETT,3445,29.4,45820,15011,1286,37.32946299,227,5,12,4.934687954,6.589259797
2426,SOUTH DAKOTA,BON HOMME,7001,43.7,48023,23359,601,8.58448793,25,62,20,11.71261248,0.357091844
2427,SOUTH DAKOTA,BROOKINGS,33435,26.3,52086,26589,4949,14.80185434,692,109,8,3.499327052,2.069687453
2428,SOUTH DAKOTA,BROWN,38430,37.7,53073,29463,4076,10.60629716,460,86,33,3.096539162,1.196981525
2429,SOUTH DAKOTA,BRULE,5312,40,50696,24496,772,14.53313253,66,12,7,3.576807229,1.24246988
2430,SOUTH DAKOTA,BUFFALO,2052,25.1,31293,10763,800,38.98635478,103,8,0,3.898635478,5.019493177
2431,SOUTH DAKOTA,BUTTE,10268,40.6,43750,26067,1028,10.01168679,96,8,20,2.726918582,0.934943514
2432,SOUTH DAKOTA,CAMPBELL,1553,49.8,45800,32814,117,7.533805538,7,10,0,6.439150032,0.450740502
2433,SOUTH DAKOTA,CHARLES MIX,9277,36.3,43376,21323,1927,20.77180123,222,47,12,6.359814595,2.393014983
2434,SOUTH DAKOTA,CLARK,3639,42.4,48563,26291,553,15.19648255,68,3,0,0.824402308,1.868645232
2435,SOUTH DAKOTA,CLAY,14029,24.9,38399,23046,3223,22.9738399,502,43,0,3.065079478,3.578302089
2436,SOUTH DAKOTA,CODINGTON,27886,38.1,50133,27294,2847,10.20942408,448,66,15,2.904683354,1.606540917
2437,SOUTH DAKOTA,CORSON,4170,29.7,32115,13830,1929,46.25899281,536,6,1,1.678657074,12.85371703
2438,SOUTH DAKOTA,CUSTER,8447,53.2,52891,31275,944,11.17556529,191,34,0,4.025097668,2.261157808
2439,SOUTH DAKOTA,DAVISON,19824,38.1,48310,26416,2283,11.51634383,428,45,1,2.320419693,2.158999193
2440,SOUTH DAKOTA,DAY,5588,48.5,40647,28811,997,17.84180387,53,0,11,1.968503937,0.948460988
2441,SOUTH DAKOTA,DEUEL,4309,44.5,54781,29953,448,10.39684382,49,10,0,2.320724066,1.137154792
2442,SOUTH DAKOTA,DEWEY,5652,28.5,40585,16305,1545,27.33545648,631,44,0,7.784854919,11.16418967
2443,SOUTH DAKOTA,DOUGLAS,2961,48.4,51290,27397,208,7.024653833,4,11,0,3.714961162,0.135089497
2444,SOUTH DAKOTA,EDMUNDS,4000,44.5,62467,30123,380,9.5,40,11,0,2.75,1
2445,SOUTH DAKOTA,FALL RIVER,6874,52.6,45750,25591,1115,16.22054117,92,22,3,3.636892639,1.338376491
2446,SOUTH DAKOTA,FAULK,2354,50,43529,28975,287,12.19201359,7,0,6,2.548853016,0.297366185
2447,SOUTH DAKOTA,GRANT,7195,44,54180,28059,555,7.713690063,126,21,0,2.918693537,1.751216122
2448,SOUTH DAKOTA,GREGORY,4217,46.3,40045,24738,686,16.26748874,32,8,3,2.608489447,0.758833294
2449,SOUTH DAKOTA,HAAKON,2073,46.5,39554,22643,365,17.60733237,27,7,0,3.376748673,1.302460203
2450,SOUTH DAKOTA,HAMLIN,5995,36.3,60169,26140,449,7.489574646,65,5,1,1.000834028,1.084236864
2451,SOUTH DAKOTA,HAND,3311,48.2,52266,33496,197,5.949864089,33,7,0,2.114164905,0.996677741
2452,SOUTH DAKOTA,HANSON,3390,35.5,60089,24159,339,10,6,17,0,5.014749263,0.17699115
2453,SOUTH DAKOTA,HARDING,1277,42.9,51458,27239,165,12.92090838,9,0,6,4.698512138,0.704776821
2454,SOUTH DAKOTA,HUGHES,17518,38.5,58934,30863,1451,8.282909008,220,67,47,6.507592191,1.255851125
2455,SOUTH DAKOTA,HUTCHINSON,7264,44.6,47356,28594,940,12.94052863,196,18,0,2.477973568,2.698237885
2456,SOUTH DAKOTA,HYDE,1440,48.3,55000,28343,154,10.69444444,17,6,2,5.555555556,1.180555556
2457,SOUTH DAKOTA,JACKSON,3268,30,41510,17601,1167,35.70991432,223,0,0,0,6.82374541
2458,SOUTH DAKOTA,JERAULD,2029,47.2,51442,36494,195,9.610645638,7,0,0,0,0.344997536
2459,SOUTH DAKOTA,JONES,767,53.1,39276,25229,79,10.29986962,11,1,0,1.303780965,1.434159061
2460,SOUTH DAKOTA,KINGSBURY,5070,46.5,54568,31524,465,9.171597633,58,3,0,0.591715976,1.143984221
2461,SOUTH DAKOTA,LAKE,12331,42.2,57239,29526,1601,12.98353743,261,30,1,2.513989133,2.116616657
2462,SOUTH DAKOTA,LAWRENCE,24859,41.4,48220,27002,2873,11.55718251,447,69,13,3.298604127,1.798141518
2463,SOUTH DAKOTA,LINCOLN,51396,34.2,77455,36896,1903,3.702622772,546,251,10,5.078216204,1.062339482
2464,SOUTH DAKOTA,LYMAN,3855,35.4,45921,20695,829,21.50453956,130,12,0,3.112840467,3.372243839
2465,SOUTH DAKOTA,MCCOOK,5616,42.4,58485,28424,566,10.07834758,71,12,3,2.670940171,1.264245014
2466,SOUTH DAKOTA,MCPHERSON,2252,52.3,41338,25302,404,17.93960924,65,8,0,3.552397869,2.886323268
2467,SOUTH DAKOTA,MARSHALL,4743,41.8,55398,27441,493,10.39426523,48,22,4,5.481762598,1.01201771
2468,SOUTH DAKOTA,MEADE,26840,36.2,53069,25884,2353,8.766766021,201,140,52,7.153502235,0.748882265
2469,SOUTH DAKOTA,MELLETTE,2083,33,29471,13934,937,44.98319731,74,8,0,3.840614498,3.552568411
2470,SOUTH DAKOTA,MINER,2299,41.1,48542,28242,223,9.699869508,48,3,4,3.044802088,2.087864289
2471,SOUTH DAKOTA,MINNEHAHA,182014,34.8,55293,28337,20543,11.28649445,3865,508,86,3.263485226,2.12346303
2472,SOUTH DAKOTA,MOODY,6445,40,54383,27324,935,14.50737005,244,15,0,2.32738557,3.785880528
2473,SOUTH DAKOTA,OGLALA LAKOTA,14263,24.6,26330,9286,7622,53.43896796,1250,60,1,4.276800112,8.763934656
2474,SOUTH DAKOTA,PENNINGTON,107298,37.5,51084,27964,14402,13.42243099,2695,393,31,3.9516114,2.511696397
2475,SOUTH DAKOTA,PERKINS,3019,47.6,45855,28576,400,13.24942034,62,11,4,4.968532627,2.053660152
2476,SOUTH DAKOTA,POTTER,2306,53.5,47991,30294,235,10.19080659,10,0,0,0,0.433651344
2477,SOUTH DAKOTA,ROBERTS,10294,38.6,50108,24426,2064,20.05051486,345,54,5,5.731494074,3.351466874
2478,SOUTH DAKOTA,SANBORN,2349,47.7,51167,31991,199,8.471690081,39,1,0,0.425713069,1.660280971
2479,SOUTH DAKOTA,SPINK,6539,44.2,49859,29158,703,10.75087934,48,6,3,1.376357241,0.734057195
2480,SOUTH DAKOTA,STANLEY,2964,41.1,60046,33470,211,7.118758435,23,0,0,0,0.775978408
2481,SOUTH DAKOTA,SULLY,1456,42.8,59800,40042,63,4.326923077,5,0,2,1.373626374,0.343406593
2482,SOUTH DAKOTA,TODD,10019,24.3,30800,11821,4582,45.7331071,763,34,9,4.291845494,7.615530492
2483,SOUTH DAKOTA,TRIPP,5475,46.5,41210,26270,1147,20.94977169,17,49,7,10.2283105,0.310502283
2484,SOUTH DAKOTA,TURNER,8289,43.9,54707,27405,837,10.09771987,99,9,7,1.930269031,1.194353963
2485,SOUTH DAKOTA,UNION,14842,41.6,63890,35565,943,6.35359116,214,72,12,5.659614607,1.441854198
2486,SOUTH DAKOTA,WALWORTH,5538,44.6,46526,29199,576,10.40086674,97,13,6,3.430841459,1.75153485
2487,SOUTH DAKOTA,YANKTON,22649,41.3,48723,28067,3055,13.48845424,340,106,48,6.799417193,1.50117003
2488,SOUTH DAKOTA,ZIEBACH,2818,28.3,36552,14047,1106,39.2476934,362,7,4,3.903477644,12.84599006
2489,TENNESSEE,ANDERSON,75545,43.3,44241,26072,12747,16.87338672,2534,230,32,3.468131577,3.354292144
2490,TENNESSEE,BEDFORD,46331,36.9,43819,21949,7423,16.02167016,1367,138,16,3.323908398,2.950508299
2491,TENNESSEE,BENTON,16173,46.6,33611,20504,3614,22.34588512,733,130,0,8.038088172,4.5322451
2492,TENNESSEE,BLEDSOE,14073,43,38535,18962,3050,21.6727066,500,133,29,11.51140482,3.552902722
2493,TENNESSEE,BLOUNT,126192,43,49532,26772,16793,13.30749968,4013,439,42,3.811652086,3.180074807
2494,TENNESSEE,BRADLEY,102860,39.3,43721,24099,18291,17.78242271,4615,207,41,2.411044138,4.486680926
2495,TENNESSEE,CAMPBELL,40008,43.5,33628,19948,8821,22.04809038,1398,92,3,2.374525095,3.49430114
2496,TENNESSEE,CANNON,13855,42.1,43654,22571,2208,15.93648502,647,26,7,2.38181162,4.669794298
2497,TENNESSEE,CARROLL,28417,42.9,36212,19851,5441,19.14698948,1029,85,18,3.624590914,3.621071894
2498,TENNESSEE,CARTER,56707,44,33177,20118,13110,23.11883894,1756,206,36,4.267550743,3.096619465
2499,TENNESSEE,CHEATHAM,39575,40.2,53179,24279,5061,12.7883765,1331,193,5,5.00315856,3.363234365
2500,TENNESSEE,CHESTER,17355,37.1,42376,19987,2911,16.77326419,880,50,14,3.68769807,5.070584846
2501,TENNESSEE,CLAIBORNE,31701,42.3,33428,19215,6771,21.35894767,1074,50,7,1.798050535,3.387905744
2502,TENNESSEE,CLAY,7769,47.4,28147,16470,1904,24.50765864,235,10,10,2.574333891,3.024842322
2503,TENNESSEE,COCKE,35256,44.5,31081,18959,9081,25.7573179,1555,212,8,6.240072612,4.410596778
2504,TENNESSEE,COFFEE,53808,40.1,45456,23404,8437,15.67982456,1722,220,29,4.627564674,3.200267618
2505,TENNESSEE,CROCKETT,14558,39.6,38043,20542,2602,17.87333425,429,65,0,4.464899025,2.946833356
2506,TENNESSEE,CUMBERLAND,57895,50.1,40123,22606,9075,15.67492875,1982,351,80,7.444511616,3.423438984
2507,TENNESSEE,DAVIDSON,667885,34.2,50484,30595,114238,17.10444163,23351,1492,458,2.919664313,3.496260584
2508,TENNESSEE,DECATUR,11703,45.5,38180,21977,2399,20.49901735,420,113,47,13.67170811,3.588823379
2509,TENNESSEE,DEKALB,19159,40.9,37640,25273,4152,21.67127721,569,42,17,3.079492667,2.969883606
2510,TENNESSEE,DICKSON,50926,40,47137,23426,8019,15.7463771,1323,211,2,4.182539371,2.59788713
2511,TENNESSEE,DYER,37970,40.3,42833,23936,6915,18.21174612,1423,175,66,6.347116144,3.747695549
2512,TENNESSEE,FAYETTE,39071,44.4,55972,29018,5774,14.77822426,1568,101,26,3.250492693,4.013206726
2513,TENNESSEE,FENTRESS,17936,44.3,31714,17487,4107,22.89808207,587,22,0,1.226583408,3.272747547
2514,TENNESSEE,FRANKLIN,41348,41.9,44837,23797,6397,15.47112315,1594,217,5,5.369062591,3.85508368
2515,VIRGINIA,PRINCE WILLIAM,443630,34.4,98546,37063,30869,6.958276041,12817,3053,550,8.121632892,2.889119311
2516,VIRGINIA,PULASKI,34417,45.6,49469,25738,4491,13.04878403,1111,157,29,5.404306012,3.228055903
2517,VIRGINIA,RAPPAHANNOCK,7416,49.1,58026,34886,681,9.182847896,89,91,26,15.77669903,1.200107875
2518,VIRGINIA,RICHMOND,8868,43.5,44919,19191,1173,13.22733424,211,23,18,4.623364908,2.379341452
2519,VIRGINIA,ROANOKE,93655,43.7,60380,32220,7270,7.7625327,2283,407,63,5.018418664,2.437670172
2520,VIRGINIA,ROCKBRIDGE,22450,48.5,52478,29603,3274,14.58351893,514,147,36,8.151447661,2.289532294
2521,VIRGINIA,ROCKINGHAM,78427,41.6,55029,27160,8888,11.33283181,2074,220,82,3.850714677,2.644497431
2522,VIRGINIA,RUSSELL,27973,44.1,38370,21171,4710,16.83766489,748,146,0,5.219318629,2.674007078
2523,VIRGINIA,SCOTT,22378,45.7,38017,20935,4355,19.46107784,707,148,20,7.507373313,3.159352936
2524,VIRGINIA,SHENANDOAH,42857,44.8,50450,26444,4514,10.53270178,1184,298,35,7.7700259,2.762675876
2525,VIRGINIA,SMYTH,31513,44.3,38906,22161,5477,17.38012884,1020,243,28,8.599625551,3.236759433
2526,VIRGINIA,SOUTHAMPTON,18291,45.6,51032,24018,2475,13.53124487,483,182,66,13.55858072,2.640642939
2527,VIRGINIA,SPOTSYLVANIA,129181,37.3,79742,32367,10920,8.45325551,3764,823,103,7.168236815,2.913741185
2528,VIRGINIA,STAFFORD,139548,35,97528,37782,6880,4.930203228,3380,1434,171,11.50141887,2.422105655
2529,VIRGINIA,SURRY,6731,48.2,56632,25838,804,11.94473332,284,1,13,2.079928688,4.21928391
2530,VIRGINIA,SUSSEX,11733,42.2,37917,16653,1238,10.55143612,208,59,18,6.56268644,1.772777636
2531,VIRGINIA,TAZEWELL,43367,43.7,38238,23548,7466,17.21585537,1471,349,10,8.278183873,3.391980077
2532,VIRGINIA,WARREN,38807,40.8,63734,29179,3937,10.14507692,1290,138,79,5.59177468,3.324142552
2533,VIRGINIA,WASHINGTON,54562,45.3,43835,25287,7569,13.87229207,1674,340,44,7.037865181,3.068069352
2534,VIRGINIA,WESTMORELAND,17528,46.5,51566,29824,1940,11.06800548,533,52,48,5.705157462,3.040848927
2535,VIRGINIA,WISE,40074,40,36352,20896,7865,19.62619155,1581,276,79,8.858611569,3.945201377
2536,VIRGINIA,WYTHE,29171,43.9,42888,24431,4677,16.03304652,1038,193,21,7.336052929,3.558328477
2537,VIRGINIA,YORK,66919,39.5,83410,36722,4052,6.055081516,1942,219,34,3.780690088,2.90201587
2538,VIRGINIA,ALEXANDRIA CITY,151473,36.2,89200,55534,14688,9.696777644,3873,645,291,6.179319087,2.556891327
2539,VIRGINIA,BRISTOL CITY,17340,42,35801,21865,3498,20.17301038,712,122,5,7.324106113,4.106113033
2540,VIRGINIA,BUENA VISTA CITY,6610,35.1,29109,16405,1694,25.62783661,186,47,0,7.110438729,2.813918306
2541,VIRGINIA,CHARLOTTESVILLE CITY,45538,30.3,50727,30729,11153,24.49163336,973,120,60,3.952742764,2.136677061
2542,VIRGINIA,CHESAPEAKE CITY,233194,36.7,69978,30764,21418,9.184627392,7245,971,259,5.274578248,3.106855236
2543,VIRGINIA,COLONIAL HEIGHTS CITY,17554,40.6,49639,27209,2241,12.76632107,711,190,11,11.45038168,4.050358893
2544,VIRGINIA,COVINGTON CITY,5650,43,34703,21512,1187,21.00884956,122,7,0,1.238938053,2.159292035
2545,VIRGINIA,DANVILLE CITY,42360,41.5,33721,21742,9135,21.56515581,2252,154,65,5.169971671,5.316336166
2546,VIRGINIA,EMPORIA CITY,5565,39.5,27169,18608,1764,31.69811321,443,20,79,17.78975741,7.960467206
2547,VIRGINIA,FAIRFAX CITY,23620,39.6,104065,45222,1415,5.990685859,733,82,14,4.064352244,3.103302286
2548,VIRGINIA,FALLS CHURCH CITY,13597,38.9,115244,66104,365,2.68441568,430,53,22,5.51592263,3.162462308
2549,VIRGINIA,FRANKLIN CITY,8413,38.7,38333,23182,1383,16.43884465,597,17,154,20.32568644,7.096160704
2550,VIRGINIA,FREDERICKSBURG CITY,27853,29.5,53980,30480,4194,15.05762395,1110,284,51,12.02742972,3.985208057
2551,VIRGINIA,GALAX CITY,6858,45.1,31110,20796,1642,23.94284048,204,48,16,9.332166812,2.974628171
2552,VIRGINIA,HAMPTON CITY,136789,35.6,49890,25943,20596,15.05676626,5999,513,119,4.620254553,4.38558656
2553,VIRGINIA,HARRISONBURG CITY,51979,24,40494,18892,14757,28.39031147,1580,5,119,2.385578791,3.039689105
2554,VIRGINIA,HOPEWELL CITY,22332,36.5,40814,21827,4509,20.19075766,1138,36,15,2.283718431,5.095826617
2555,VIRGINIA,LEXINGTON CITY,7036,21.5,34464,15745,653,9.280841387,92,10,0,1.421262081,1.307561114
2556,VIRGINIA,LYNCHBURG CITY,78755,28.6,40728,22016,16598,21.07548727,2728,159,69,2.895054282,3.463907054
